-3.425999421077437428e-16,-3.330387920978086397e-16,-3.251356695855531234e-16,-3.186782656159598021e-16,-3.134816822059818875e-16,-3.093840726907039355e-16,-3.062428074945692940e-16,-3.039310685979072184e-16,-3.023347969822506673e-16,-3.013498853810051512e-16,-3.008795366389151856e-16,-3.008317046838114226e-16,-3.011165428439283973e-16,-3.016437451782282544e-16,-3.023197057544145086e-16,-3.030443708028713134e-16,-3.037076580704073113e-16,-3.041852634944330613e-16,-3.043336691634921297e-16,-3.039840720786489962e-16,-3.029349144916641725e-16,-3.009425399083651790e-16,-2.977093751471606450e-16,-2.928688003025764584e-16,-2.859656616046081453e-16,-2.764317225333307762e-16,-2.635593391932077516e-16,-2.464988798966559343e-16,-2.244386245694739402e-16,-1.977434726018734238e-16,-1.707437260775029504e-16,-1.977434709653382858e-16,-2.244386251644437804e-16,-2.464988796003336966e-16,-2.635593393236425496e-16,-2.764317222292847027e-16,-2.859656587129843617e-16,-2.928687974017654034e-16,-2.977093713436235157e-16,-3.009425344721002009e-16,-3.029349067173543601e-16,-3.039840612658853115e-16,-3.043336529638830882e-16,-3.041852600929211923e-16,-3.037077071363599495e-16,-3.030443681445985019e-16,-3.023197039498402635e-16,-3.016437442664035076e-16,-3.011165418252310431e-16,-3.008317027818396769e-16,-3.008795342918521428e-16,-3.013498847267964916e-16,-3.023347961912499276e-16,-3.039310670415367665e-16,-3.062428060390730006e-16,-3.093840707271934464e-16,-3.134816795508996733e-16,-3.186782644038275416e-16,-3.251356691394317711e-16,-3.330387916686781187e-16,-3.425999412683651220e-16
-3.419657445422063562e-16,-3.324758137213288950e-16,-3.246244004147458238e-16,-3.182019060628714209e-16,-3.130257562417593176e-16,-3.089360359326120904e-16,-3.057917066102495272e-16,-3.034672747532767274e-16,-3.018497832560468591e-16,-3.008360621466656925e-16,-3.003301346602548807e-16,-3.002407106554573711e-16,-3.004786711208050410e-16,-3.009544819810623694e-16,-3.015754173615864147e-16,-3.022425068677271450e-16,-3.028470634758287465e-16,-3.032666688323815862e-16,-3.033604105373256421e-16,-3.029632043005841982e-16,-3.018789119764396093e-16,-2.998720500266562561e-16,-2.966578991929432844e-16,-2.918911706668664578e-16,-2.851544143880843457e-16,-2.759501900885662940e-16,-2.637073783433186147e-16,-2.478182572010377110e-16,-2.276678022188134008e-16,-2.020896508758785593e-16,-1.698348212998890776e-16,-2.020896515708465771e-16,-2.276678006687945118e-16,-2.478182567707391335e-16,-2.637073777836794879e-16,-2.759501890539486421e-16,-2.851544128222045700e-16,-2.918911689664866373e-16,-2.966578968564316013e-16,-2.998720475265658333e-16,-3.018789098941186807e-16,-3.029632044001641810e-16,-3.033604173069267735e-16,-3.032666676053638656e-16,-3.028470680278573665e-16,-3.022425054595378540e-16,-3.015754157050995052e-16,-3.009544800646358323e-16,-3.004786697821904715e-16,-3.002407098702585555e-16,-3.003301344349006407e-16,-3.008360604882236899e-16,-3.018497811389650213e-16,-3.034672725561349247e-16,-3.057917050417412670e-16,-3.089360338915340425e-16,-3.130257557553052329e-16,-3.182019048809875881e-16,-3.246243992704817815e-16,-3.324758121571486215e-16,-3.419657428431381156e-16
-3.407047212304830707e-16,-3.313566213888775240e-16,-3.236080528826799279e-16,-3.172550857564109141e-16,-3.121197834974029623e-16,-3.080460504820409676e-16,-3.048960101120490761e-16,-3.025467865926225475e-16,-3.008876185413192022e-16,-2.998171976799259298e-16,-2.992411757005341145e-16,-2.990697505807525866e-16,-2.992152525568016096e-16,-2.995896629728370286e-16,-3.001019766245203177e-16,-3.006553079777134027e-16,-3.011436364576706256e-16,-3.014480805642797471e-16,-3.014325490819438276e-16,-3.009386194515112417e-16,-2.997795245614057600e-16,-2.977331131191604964e-16,-2.945338201767698035e-16,-2.898639334720249140e-16,-2.833447867967241043e-16,-2.745283238668287736e-16,-2.628849355776890462e-16,-2.477585372106485552e-16,-2.281695839543309429e-16,-2.021714696382158619e-16,-1.691184138207989494e-16,-2.021714688901721237e-16,-2.281695825583900487e-16,-2.477585374678948638e-16,-2.628849352071045275e-16,-2.745283249823598393e-16,-2.833447877010751335e-16,-2.898639330018643568e-16,-2.945338192305711824e-16,-2.977331122383114085e-16,-2.997795252827098992e-16,-3.009386206244798616e-16,-3.014325500431444631e-16,-3.014480796594169937e-16,-3.011436374025324233e-16,-3.006553060637521545e-16,-3.001019753176588295e-16,-2.995896614614745426e-16,-2.992152511459602668e-16,-2.990697495319853831e-16,-2.992411744661598715e-16,-2.998171957562502541e-16,-3.008876182816534079e-16,-3.025467864390927125e-16,-3.048960081653856978e-16,-3.080460493651710570e-16,-3.121197814686496335e-16,-3.172550840990771132e-16,-3.236080511841095572e-16,-3.313566189982017144e-16,-3.407047192886685738e-16
-3.388323077505084545e-16,-3.296945668916261853e-16,-3.220988238776217817e-16,-3.158494590734389306e-16,-3.107753857113676333e-16,-3.067261603241983710e-16,-3.035685782960745749e-16,-3.011836453204496270e-16,-2.994638467393398725e-16,-2.983106407802517634e-16,-2.976320964139779366e-16,-2.973406151190702741e-16,-2.973506595048729511e-16,-2.975764291459065571e-16,-2.979294039285632515e-16,-2.983156681111970295e-16,-2.986329404620264115e-16,-2.987671949025320281e-16,-2.985887816623973602e-16,-2.979479145617727004e-16,-2.966694052456164827e-16,-2.945465332627834878e-16,-2.913338617484796655e-16,-2.867386549604553856e-16,-2.804097945789159512e-16,-2.719205705726817929e-16,-2.607346894999877552e-16,-2.461279118412575587e-16,-2.270206582372229765e-16,-2.017900725984309655e-16,-1.709628062696510269e-16,-2.017900731752207666e-16,-2.270206595570087674e-16,-2.461279110914439863e-16,-2.607346897340571332e-16,-2.719205717551124542e-16,-2.804097958996046920e-16,-2.867386563439813349e-16,-2.913338622500313154e-16,-2.945465343723211828e-16,-2.966694053894990419e-16,-2.979479146730081031e-16,-2.985887823120190894e-16,-2.987671945268560039e-16,-2.986329388394885748e-16,-2.983156679642690728e-16,-2.979294035350252471e-16,-2.975764281840813903e-16,-2.973506572289447995e-16,-2.973406134832228256e-16,-2.976320952977309797e-16,-2.983106392981057271e-16,-2.994638448271677609e-16,-3.011836435841276273e-16,-3.035685772245592853e-16,-3.067261590716801793e-16,-3.107753843008569219e-16,-3.158494571438643503e-16,-3.220988205062014556e-16,-3.296945645763128218e-16,-3.388323061272417104e-16
-3.363710267574890052e-16,-3.275093913732284867e-16,-3.201147275391277729e-16,-3.140022185850997401e-16,-3.090096973917232905e-16,-3.049941037237581008e-16,-3.018283398528734662e-16,-2.993984935183067389e-16,-2.976013129082033275e-16,-2.963418873616845355e-16,-2.955314624026329445e-16,-2.950853295091939978e-16,-2.949207360232079462e-16,-2.949547528918653951e-16,-2.951020306294223859e-16,-2.952723885088925308e-16,-2.953681561760407817e-16,-2.952811748083503090e-16,-2.948893847090777200e-16,-2.940528688535132845e-16,-2.926092077379464130e-16,-2.903679160596759208e-16,-2.871035532086932337e-16,-2.825466404872157197e-16,-2.763705136046418257e-16,-2.681701962952778464e-16,-2.574261854754134051e-16,-2.434440991678631903e-16,-2.252792855938441996e-16,-2.017708302277959088e-16,-1.737958616468027690e-16,-2.017708301180369579e-16,-2.252792864247263448e-16,-2.434441005801206370e-16,-2.574261861769795542e-16,-2.681701963644941292e-16,-2.763705147080696943e-16,-2.825466416406351830e-16,-2.871035553105649458e-16,-2.903679171574950870e-16,-2.926092084999796379e-16,-2.940528692508976268e-16,-2.948893844660821837e-16,-2.952811737039625445e-16,-2.953681561134217919e-16,-2.952723887483348897e-16,-2.951020292835925495e-16,-2.949547511401285604e-16,-2.949207351946521026e-16,-2.950853277993318721e-16,-2.955314606880402172e-16,-2.963418854610032183e-16,-2.976013099428955965e-16,-2.993984913369542830e-16,-3.018283380585074756e-16,-3.049941027854104699e-16,-3.090096961683972417e-16,-3.140022156140555112e-16,-3.201147255078765160e-16,-3.275093895695436329e-16,-3.363710240378425688e-16
-3.333502404260910295e-16,-3.248268380337926635e-16,-3.176792558126424514e-16,-3.117357614360191572e-16,-3.068450199773569367e-16,-3.028729383850889122e-16,-2.996998684230654653e-16,-2.972181043025634607e-16,-2.953296159677901671e-16,-2.939439472484821814e-16,-2.929762462997558390e-16,-2.923453514378685621e-16,-2.919719152595247259e-16,-2.917764862927226080e-16,-2.916775159214038278e-16,-2.915892285555325851e-16,-2.914192930071079319e-16,-2.910662278763648016e-16,-2.904164506692922638e-16,-2.893408544789563642e-16,-2.876907480087401550e-16,-2.852928642369609026e-16,-2.819429609572037352e-16,-2.773971242562346303e-16,-2.713592668853055009e-16,-2.634626210020103005e-16,-2.532432215497748462e-16,-2.401072962553367075e-16,-2.233116588639603462e-16,-2.020354906642729212e-16,-1.771304395308036040e-16,-2.020354912304453447e-16,-2.233116591463038701e-16,-2.401072967686192614e-16,-2.532432217989135382e-16,-2.634626220086730886e-16,-2.713592680057770546e-16,-2.773971252675915352e-16,-2.819429620233664556e-16,-2.852928659234100804e-16,-2.876907501232824031e-16,-2.893408562385146069e-16,-2.904164507192328290e-16,-2.910662272020413229e-16,-2.914192919575469372e-16,-2.915892274714552280e-16,-2.916775152102789525e-16,-2.917764855276081417e-16,-2.919719136933511489e-16,-2.923453498013479194e-16,-2.929762439295621618e-16,-2.939439449975586525e-16,-2.953296136732923777e-16,-2.972181024513953434e-16,-2.996998659405526878e-16,-3.028729358998505709e-16,-3.068450176492525387e-16,-3.117357591745096080e-16,-3.176792541123240635e-16,-3.248268363547437898e-16,-3.333502380579509051e-16
-3.298056018157308409e-16,-3.216781717562244840e-16,-3.148209332381114968e-16,-3.090772630038750277e-16,-3.043083640834692120e-16,-3.003905488370525619e-16,-2.972128330325829574e-16,-2.946747556261988669e-16,-2.926843952480372475e-16,-2.911565298035944561e-16,-2.900108942151346650e-16,-2.891705082779134195e-16,-2.885600203221513142e-16,-2.881040361048519113e-16,-2.877253961978133841e-16,-2.873433437462814482e-16,-2.868715517368992804e-16,-2.862159423665843287e-16,-2.852722209790211449e-16,-2.839230311471981448e-16,-2.820345614851548375e-16,-2.794523753492772390e-16,-2.759960660829539863e-16,-2.714521581328407441e-16,-2.655645384368954776e-16,-2.580218479704101454e-16,-2.484426766920149973e-16,-2.363628294124019094e-16,-2.212374988586611558e-16,-2.024975055166676226e-16,-1.808666455752417415e-16,-2.024975055534822326e-16,-2.212374991983108145e-16,-2.363628293432758032e-16,-2.484426772158201668e-16,-2.580218498552733223e-16,-2.655645393068786968e-16,-2.714521593730452608e-16,-2.759960679066206868e-16,-2.794523774675082500e-16,-2.820345623153537305e-16,-2.839230317616468342e-16,-2.852722224439280559e-16,-2.862159421243575866e-16,-2.868715515760839205e-16,-2.873433425595107208e-16,-2.877253953516154059e-16,-2.881040350683753579e-16,-2.885600187739133280e-16,-2.891705057298133658e-16,-2.900108916276096606e-16,-2.911565274213314043e-16,-2.926843930650811853e-16,-2.946747530822855446e-16,-2.972128312703966739e-16,-3.003905460156886255e-16,-3.043083619045138086e-16,-3.090772619680424807e-16,-3.148209310032089933e-16,-3.216781692208590612e-16,-3.298055995585002211e-16
-3.257783952500481338e-16,-3.180996044567026239e-16,-3.115727819820683873e-16,-3.060581503784798579e-16,-3.014309182273609459e-16,-2.975790653033768891e-16,-2.944013480544603687e-16,-2.918054829554158372e-16,-2.897064733257692636e-16,-2.880250484359009025e-16,-2.866861871254116932e-16,-2.856176882217362051e-16,-2.847487699875920235e-16,-2.840086607859475421e-16,-2.833251540330792311e-16,-2.826231113792872294e-16,-2.818228537559566305e-16,-2.808384230532881377e-16,-2.795756455951024125e-16,-2.779299366414083991e-16,-2.757837353608363520e-16,-2.730034312764827235e-16,-2.694355857697530692e-16,-2.649022702344114091e-16,-2.591954315668146110e-16,-2.520707409850535575e-16,-2.432424746629413622e-16,-2.323826850600860571e-16,-2.191302137582343608e-16,-2.031266783341304682e-16,-1.849437371842170777e-16,-2.031266788459082946e-16,-2.191302135383572315e-16,-2.323826856361525713e-16,-2.432424765049408943e-16,-2.520707418951691384e-16,-2.591954333744618638e-16,-2.649022715291079227e-16,-2.694355862812906134e-16,-2.730034314094449825e-16,-2.757837362482927910e-16,-2.779299372477973459e-16,-2.795756450756122135e-16,-2.808384235349024622e-16,-2.818228540513242972e-16,-2.826231107169780037e-16,-2.833251521588653806e-16,-2.840086588563774484e-16,-2.847487687831955796e-16,-2.856176871775031276e-16,-2.866861848259103562e-16,-2.880250466457429918e-16,-2.897064707967255749e-16,-2.918054798715747048e-16,-2.944013453201019229e-16,-2.975790627952346617e-16,-3.014309161609662808e-16,-3.060581493782145839e-16,-3.115727801708683022e-16,-3.180996014067353759e-16,-3.257783941204858457e-16
-3.213147824460654474e-16,-3.141316429587260071e-16,-3.079717295960482301e-16,-3.027135137070237461e-16,-2.982474313232271809e-16,-2.944741925522663392e-16,-2.913032213649566885e-16,-2.886512299489220374e-16,-2.864408750141603160e-16,-2.845995009597447642e-16,-2.830579358401840828e-16,-2.817493357775928795e-16,-2.806080431736832643e-16,-2.795684575477164770e-16,-2.785638963119787039e-16,-2.775254310936462693e-16,-2.763806740497836049e-16,-2.750525112277818746e-16,-2.734577450993619338e-16,-2.715056228139741319e-16,-2.690962267938213942e-16,-2.661186974748201132e-16,-2.624493005353898213e-16,-2.579494681964151614e-16,-2.524641702093917902e-16,-2.458214611023319952e-16,-2.378347247067814847e-16,-2.283095804709465910e-16,-2.170567555611161341e-16,-2.039110670333800471e-16,-1.893076281013570465e-16,-2.039110682399201958e-16,-2.170567570086112086e-16,-2.283095820606703777e-16,-2.378347255688018926e-16,-2.458214627409641227e-16,-2.524641723763320532e-16,-2.579494686110257607e-16,-2.624493005994232880e-16,-2.661186978577042553e-16,-2.690962278005194345e-16,-2.715056231846665273e-16,-2.734577449247198144e-16,-2.750525103735483620e-16,-2.763806731671544524e-16,-2.775254300316296046e-16,-2.785638957471420191e-16,-2.795684564674040079e-16,-2.806080414146495648e-16,-2.817493340285316637e-16,-2.830579348557597274e-16,-2.845994983653924152e-16,-2.864408726209172572e-16,-2.886512283355708311e-16,-2.913032185678057035e-16,-2.944741904550463426e-16,-2.982474291493293619e-16,-3.027135104881588639e-16,-3.079717268903542286e-16,-3.141316410912092406e-16,-3.213147814393100175e-16
-3.164649774581817538e-16,-3.098183746181496307e-16,-3.040579356607711753e-16,-2.990814530124312302e-16,-2.947955417582148543e-16,-2.911144855985247356e-16,-2.879591479130286914e-16,-2.852559274110831174e-16,-2.829357714121321074e-16,-2.809332339270032008e-16,-2.791855577303981848e-16,-2.776317967651437322e-16,-2.762119538812667001e-16,-2.748661438761896137e-16,-2.735337642955808290e-16,-2.721526828409853777e-16,-2.706584462048854174e-16,-2.689834993027366882e-16,-2.670564405545158152e-16,-2.648013332288915417e-16,-2.621371108120706558e-16,-2.589771633683910393e-16,-2.552292876205968032e-16,-2.507963048684058994e-16,-2.455779529030315142e-16,-2.394749960841921977e-16,-2.323969006563925773e-16,-2.242743201059187316e-16,-2.150764639085975089e-16,-2.048307121832486682e-16,-1.938471125662552803e-16,-2.048307130625677604e-16,-2.150764654988215568e-16,-2.242743212977910718e-16,-2.323969021394496000e-16,-2.394749976731891478e-16,-2.455779529211134387e-16,-2.507963061084200541e-16,-2.552292885173996168e-16,-2.589771633417016562e-16,-2.621371110665498376e-16,-2.648013337389260594e-16,-2.670564402526918644e-16,-2.689834986516569961e-16,-2.706584447465258054e-16,-2.721526815299604295e-16,-2.735337628941782562e-16,-2.748661423753665066e-16,-2.762119528937928549e-16,-2.776317954943703624e-16,-2.791855558978118341e-16,-2.809332317357167181e-16,-2.829357696943179186e-16,-2.852559238453395784e-16,-2.879591458844612380e-16,-2.911144837192572943e-16,-2.947955387476715710e-16,-2.990814503749644280e-16,-3.040579340689295435e-16,-3.098183733062312976e-16,-3.164649753924095493e-16
